B,C,G,J,L,N,P,R,T,V,X,Z,AB
0b4a9fbe-2ed7-11ef-a183-99ad05e145f0,お母さん,妈妈，母亲,[sound:お母さん_オカ＼ーサン_2_NHK-2016-local.mp3],彼女はもうお母さんになったよ,她已经做母亲了,[sound:hypertts-cf5adaeca0f04d5130627dd6354de45f777b1e26027a20ba8d29dc3c.mp3],,,,,,
0b4aa7de-2ed7-11ef-a183-99ad05e145f0,カップ,（带把手的）杯子；奖杯,[sound:カップ_カ＼ップ_1_NHK-2016-local.mp3],コーヒーカップ,咖啡杯,[sound:hypertts-dcc68a66e2bae7a718b68b41b08af07c33ee6c2c7e5d9f931b931209.mp3],優勝カップ,优胜杯,[sound:hypertts-937378510bd832d0752bd26679eeeeb3c455d1f079f31b04f4b569c6.mp3],,,
0b4ab030-2ed7-11ef-a183-99ad05e145f0,かばん,（皮革或布等制作的）书包，提包,[sound:かばん_カバン━_0_NHK-2016-local.mp3],かばんを持つ,拿皮包,[sound:hypertts-48e8d2ad6138c23e9e6ba275464b20c0ea1eba786e1f6718d9e4f780.mp3],,,,,,
0b4ab832-2ed7-11ef-a183-99ad05e145f0,カメラ,照相机,[sound:カメラ_カ＼メラ_1_NHK-2016-local.mp3],カメラで写真を撮る,用照相机照相,[sound:hypertts-65a886eb3e70e9612a37bb896a7f8bdfff33d8b41c6e22b9551c9e03.mp3],,,,,,
0b4ac034-2ed7-11ef-a183-99ad05e145f0,粥[かゆ],粥，稀饭,[sound:かゆ_カユ━_0_NHK-2016-local.mp3],かゆを炊く,煮粥,[sound:hypertts-19c525df26dfdf7dd6aa409312894f308a50bb04ca1455cee4447155.mp3],,,,,,
0b4ac82c-2ed7-11ef-a183-99ad05e145f0,カラオケ,卡拉OK，KTV,[sound:カラオケ_カラオケ━_0_NHK-2016-local.mp3],彼はカラオケが大好きだ,他特别喜欢唱卡拉OK,[sound:hypertts-4cf5b55e7426b414a19cb927b0cd6a999bd11e41d03325ce44a7849a.mp3],,,,,,
0b4ad0b0-2ed7-11ef-a183-99ad05e145f0,カレー,咖喱,[sound:カレー_カレー━_0_NHK-2016-local.mp3],カレーライス,咖喱饭,[sound:hypertts-5038057a3cfa6fa9544e502af216738678cae40e0c59287845a0a5df.mp3],,,,,,
0b4ad8bc-2ed7-11ef-a183-99ad05e145f0,可愛い,可爱的,[sound:かわいい_カワイ＼イ_3_NHK-2016-local.mp3],可愛い赤ちゃん,可爱的婴儿,[sound:hypertts-fc3e836a45682a522d8b230014ec3573d278ab997097cecad2e00527.mp3],,,,,,
0b4ae0dc-2ed7-11ef-a183-99ad05e145f0,ギター,吉他,[sound:ギター_ギ＼ター_1_NHK-2016-local.mp3],ギターを弾く,弹吉他,[sound:hypertts-018e2c3c50f318fa1ffddb87c4229782788d4b70570c5db2f46485a4.mp3],,,,,,
0b4aeb18-2ed7-11ef-a183-99ad05e145f0,きのう,昨天,[sound:きのう_キノー━_0_NHK-2016-local.mp3],きのうは何曜日だっけ,昨天星期几来着？,[sound:hypertts-197e34f810159f39149eb0b86ee6d498f23a839d3f8d855af1cf18f3.mp3],,,,,,
0b4af3b0-2ed7-11ef-a183-99ad05e145f0,ギョーザ,饺子,[sound:ギョーザ_ギョーザ━_0_NHK-2016-local.mp3],ギョーザを作る,包饺子,[sound:hypertts-43186072f2174bb203b40d6d153a3fdb68489cb9db072c84e3371572.mp3],,,,,,
0b4afb8a-2ed7-11ef-a183-99ad05e145f0,きれい,好看，美丽；干净，整洁,[sound:きれい_キ＼レー_1_NHK-2016-local.mp3],きれいな花,美丽的花朵,[sound:hypertts-be19d4d5e47eb15023cecb67f1db2cb52dbb1bed0ba2d32526e2f5b9.mp3],きれいな水,干净的水,[sound:hypertts-81ff8b9f6783de453b358afe2d955db79306f320c0a0b78cc62821e1.mp3],,,
0b4b036e-2ed7-11ef-a183-99ad05e145f0,キロ,千,[sound:キロ_キ＼ロ_1_NHK-2016-local.mp3],キログラム,千克,[sound:hypertts-b5f5c59afa3a9bb26f3e8f7fa578dfe6d8e82ef96c43483bc2d63bbb.mp3],,,,,,
0b4b13f4-2ed7-11ef-a183-99ad05e145f0,クラス,班级；等级,[sound:クラス_ク＼ラス_1_NHK-2016-local.mp3],英語のクラス,英语班,[sound:hypertts-0d9adb5e1f2b09c15fafe261be7a3222ad6904bd6ce5cf2d4d06c058.mp3],ファーストクラス,第一等；极好；头等舱,[sound:hypertts-8ecc9acb19b1f8a49aef9b7285082351203f2e88c5ee3fa08d5a158e.mp3],,,
0b4b1c78-2ed7-11ef-a183-99ad05e145f0,クリスマス,圣诞节,[sound:クリスマス_クリス＼マス_3_NHK-2016-local.mp3],クリスマスイブ,平安夜,[sound:hypertts-58e8465667f95e954953ddd7ab7efa81adcb8afde4ee6c9dae7a52c3.mp3],,,,,,
0b4b2cc2-2ed7-11ef-a183-99ad05e145f0,コート,外套，大衣,[sound:コート_コ＼ート_1_NHK-2016-local.mp3],ダスターコート,风衣,[sound:hypertts-afcf00cdef08c3284bdce9cb1e619bfc1e40c9c666e35c21c991631e.mp3],,,,,,
0b4b34d8-2ed7-11ef-a183-99ad05e145f0,コーヒー,咖啡,[sound:コーヒー_コーヒ＼ー_3_NHK-2016-local.mp3],アメリカンコーヒー,美式咖啡,[sound:hypertts-7618617defc98f935ddef26d9126740858c45141549104c179cc7a07.mp3],,,,,,
0b4b3cf8-2ed7-11ef-a183-99ad05e145f0,コーラ,可乐,[sound:コーラ_コ＼ーラ_1_NHK-2016-local.mp3],コカコーラ,可口可乐,[sound:hypertts-9b0ae98654ac7316cdc1240dad1c0f866ddc16058da82fe5bb8aa4e0.mp3],,,,,,
0b4b4554-2ed7-11ef-a183-99ad05e145f0,ここ,（指代自己附近的事物）这里；（自己所指的地方）这里,[sound:ここ_ココ━_0_NHK-2016-local.mp3],ここに置く,放在这儿,[sound:hypertts-cf6cfd8ecd72f96c053b8dc9890767b783d936cb5cb58c1049c5356b.mp3],ここがぼくの家だ,这里是我家,[sound:hypertts-96de5a813295eaf4850044749c9e4cc0ced0034a5d33b20e3162f7d8.mp3],,,
0b4b4d60-2ed7-11ef-a183-99ad05e145f0,こちら,（指示说话者所在的方向或地点）这里；（说话者或说话者旁边的人）这个，这位,[sound:こちら_コチラ━_0_NHK-2016-local.mp3],どうぞこちらへ,请到这边来,[sound:hypertts-ee0a4449012597ec8d8e3f0bee9bcd0de2eecfe7bd00e0a4f10dd9fd.mp3],こちらは田中さんです,这位是田中先生/女士,[sound:hypertts-54edd7a6fca6457679c00f375404478a67bd30efb5d40652fe886105.mp3],,,
0b4b55a8-2ed7-11ef-a183-99ad05e145f0,こっち,这边；这个；我，我们,[sound:こっち_コッチ＼_3_NHK-2016-local.mp3],こっちへいらっしゃい,请到这边来,[sound:hypertts-435ca48d6b40a98ddb7b38864ee15d04acebc48c7ea6ddf53605b580.mp3],こっちのほうがいい,这个好,[sound:hypertts-2611a07ecb77702acaa89dee190587a9428a3c5e0c733671609b0d78.mp3],こっちにも考えがある,我也有我的考虑,[sound:hypertts-2e89b81bbe637456b5bd539e1ab11972f8143c6d44cbbea4a48dd758.mp3]
0b4b5e18-2ed7-11ef-a183-99ad05e145f0,コップ,玻璃杯，杯子,[sound:コップ_コップ━_0_NHK-2016-local.mp3],紙コップ,纸杯,[sound:hypertts-f409e6f1024bbe7a53cee1c40f57ada4b3ddc34e7403cc06258d9942.mp3],,,,,,
0b4b664c-2ed7-11ef-a183-99ad05e145f0,この,（指代靠近说话者的事物）这个,[sound:この_コノ━_0_NHK-2016-local.mp3],このシャツ,这件衬衫,[sound:hypertts-f33f2121acbaf73240c7a8fb6cec39a15313b452d36d12005695f631.mp3],,,,,,
0b4b7e8e-2ed7-11ef-a183-99ad05e145f0,コピー,复印；复印件,[sound:コピー_コ＼ピー_1_NHK-2016-local.mp3],ファイルをコピーする,拷贝文件,[sound:hypertts-94918c6d913d8ef78a0b343a2953805916d95cc0a56bb565405ed5f8.mp3],コピー機,复印机,[sound:hypertts-8d8e553370b01c13857386084e8737dbd67560fd7cf1c38d3c31de60.mp3],,,
0b4b8668-2ed7-11ef-a183-99ad05e145f0,ごみ箱,垃圾箱,[sound:ごみ箱_ゴミバコ━_0_NHK-2016-local.mp3],ごみ箱を空にする,清空回收站,[sound:hypertts-fd69f06ca5cd6d431f2af6a2b058ce9cd99e579e7ed6dc4ebf8f391c.mp3],,,,,,
0b4b8ec4-2ed7-11ef-a183-99ad05e145f0,ゴルフ,高尔夫,[sound:ゴルフ_ゴ＼ルフ_1_NHK-2016-local.mp3],ゴルフをやる,打高尔夫球,[sound:hypertts-9dae5048bf9ff938f4cb286c6ca8bf1d091be936962c7e6606d2bf96.mp3],,,,,,
0b4b96da-2ed7-11ef-a183-99ad05e145f0,これ,（指代靠近说话者的事物）这个,[sound:これ_コレ━_0_NHK-2016-local.mp3],これをください,我要这个；请给我这个,[sound:hypertts-5a5cac02c9594a351a77f96f12475297cf2a12d533a31e0112974538.mp3],,,,,,
0b4b9ec8-2ed7-11ef-a183-99ad05e145f0,こんな,这样；这种,[sound:こんな_コンナ━_0_NHK-2016-local.mp3],こんなことは二度としない,再也不做这样的事了,[sound:hypertts-424e70ebd05d79c99889324de4eb3763851e4c4c36df9aec905a2409.mp3],,,,,,
0b4ba6b6-2ed7-11ef-a183-99ad05e145f0,コンビニ,便利店,[sound:コンビニ_コンビニ━_0_NHK-2016-local.mp3],コンビニで弁当を買う,在方便店买盒饭,[sound:hypertts-68ef2ed0e68f892b4e45a3b59944bee7689c0e9b83aa19c4fcf51cc1.mp3],,,,,,
0b4baef4-2ed7-11ef-a183-99ad05e145f0,ご飯,米饭；吃饭,[sound:ごはん_ゴ＼ハン_1_NHK-2016-local.mp3],ご飯とみそしる,米饭和味噌汤,[sound:hypertts-af68f9f42d46daa84644eb55604bfbc03a92a9ce127c7d7e9fbbd8a9.mp3],ご飯を作る,做饭,[sound:hypertts-3676757e45f347f4cb86566b9f576d20ea62b72adf1f8a7b82c95f8b.mp3],,,
0b4bb750-2ed7-11ef-a183-99ad05e145f0,さあ,（催促或邀请别人）快，喂；（犹豫或感到为难时）唉,[sound:さあ_サ↓ア_1_Daijisen-mp3-local.mp3],さあ、始めよう,来啊，开始吧,[sound:hypertts-340e9b8dc56ebfe387d535f7edfe0a7f07aaa77be4e94638133f3d70.mp3],さあ、どうしようかな,哎呀，怎么办啊,[sound:hypertts-3999876e2458bafebd90db59a93c21ddcdbff4ab586dd7a570f22a35.mp3],,,
0b4bbfb6-2ed7-11ef-a183-99ad05e145f0,サッカー,足球,[sound:サッカー_サ＼ッカー_1_NHK-2016-local.mp3],サッカーをする,踢足球,[sound:hypertts-4d45560f043b482d9aae06d76d24e9c466ede43f2db9da56d032ba2b.mp3],,,,,,
0b4bca10-2ed7-11ef-a183-99ad05e145f0,シーディー,CD唱片,[sound:シーディー_シーディ＼ー_3_NHK-2016-local.mp3],シーディープレーヤー,CD播放机,[sound:hypertts-5e691c57bc85ab35aa4a2ddf525cc016fcdb0ecfd7a78b01a35811fb.mp3],,,,,,
0b4bd258-2ed7-11ef-a183-99ad05e145f0,ジェーアール,日本铁道公司,[sound:ジェーアール_ジェーア＼ール_3_NHK-2016-local.mp3],ジェーアール東海,东海铁道公司,[sound:hypertts-f31556cee2cb3ed66e1affa6e339b9f1657929d9a80f075551a92400.mp3],,,,,,
0b4bdaaa-2ed7-11ef-a183-99ad05e145f0,しかし,可是，不过,[sound:しかし_シカ＼シ_2_NHK-2016-local.mp3],それはよい考えだった。しかしお金がかかりすぎた,这是一个好主意，可是花钱太多,[sound:hypertts-a23545b2534fabdcb36cfaf9d42d4aaa3d1e4cda9a7b93e8983e86b4.mp3],,,,,,
0b4be2de-2ed7-11ef-a183-99ad05e145f0,じゃ,那么,[sound:じゃ_ジャ＼_1_NHK-2016-local.mp3],じゃ、また明日,那么，明天见,[sound:hypertts-2c2dcf563c704ca05ebf275de863e3d97c2a246ce0643b04784030d8.mp3],,,,,,
0b4beb9e-2ed7-11ef-a183-99ad05e145f0,じゃがいも,土豆，马铃薯,[sound:じゃがいも_ジャカ゚イモ━_0_NHK-2016-local.mp3],ポテト,土豆，马铃薯,[sound:hypertts-85e4d06f498c45c36aa325acd26ec0e3d0f221865703f3ffea715dcd.mp3],,,,,,
0b4bf3be-2ed7-11ef-a183-99ad05e145f0,シャツ,衬衫，衬衣,[sound:シャツ_シャ＼ツ_1_NHK-2016-local.mp3],シャツを脱ぐ,脱衬衫,[sound:hypertts-ecc4249b290fe212c1c9d02136269a9522af56c71e2dea1372d2d54a.mp3],,,,,,
0b4bfbde-2ed7-11ef-a183-99ad05e145f0,シャワー,淋浴,[sound:シャワー_シャ＼ワー_1_NHK-2016-local.mp3],シャワーを浴びる,洗淋浴,[sound:hypertts-a2020a2dee945b9f8821a407c75a92db3c651ef3b9afebf4970ffb80.mp3],,,,,,
0b4c041c-2ed7-11ef-a183-99ad05e145f0,ジュース,果汁,[sound:ジュース_ジュ＼ース_1_NHK-2016-local.mp3],オレンジジュース,橙汁,[sound:hypertts-3870bf0298412301e84fc0a1c04fe50c4977f614bf94d1711af2b38f.mp3],,,,,,
0b4c0c0a-2ed7-11ef-a183-99ad05e145f0,しょうゆ,酱油,[sound:しょうゆ_ショーユ━_0_NHK-2016-local.mp3],しょうゆ差し,酱油瓶,[sound:hypertts-3e550f16713d59016f0975b74a7bb49d84516882c93e4652fdcf84e0.mp3],,,,,,
0b4c142a-2ed7-11ef-a183-99ad05e145f0,ショッピング,购物,[sound:ショッピング_ショ＼ッピンク゚_1_NHK-2016-local.mp3],ショッピングセンター,购物中心,[sound:hypertts-9b6681eae4060f3abe7935d6dbdab53f0e9966b9c362094e01a4405c.mp3],,,,,,
0b4c1c2c-2ed7-11ef-a183-99ad05e145f0,すいか,西瓜,[sound:すいか_スイカ━_0_NHK-2016-local.mp3],よく冷えたすいか,冰透了的西瓜,[sound:hypertts-fb8a4760fe34331d706c3ade96e03208538f8ed9f961e4048591d571.mp3],,,,,,
0b4c2c76-2ed7-11ef-a183-99ad05e145f0,スープ,（西式）汤,[sound:スープ_ス＼ープ_1_NHK-2016-local.mp3],スープを飲む,喝汤,[sound:hypertts-b8f8fc1bb0342b937fcc5ad27bcfd6365034b87d6a1629c2729162d6.mp3],,,,,,
0b4c346e-2ed7-11ef-a183-99ad05e145f0,スカート,裙子,[sound:スカート_スカ＼ート_2_NHK-2016-local.mp3],スカートをはく,穿裙子,[sound:hypertts-906958a8dc9be5b267026e6a75a38d70b5f054dd41a5a17139f1f8a6.mp3],,,,,,
0b4c3ca2-2ed7-11ef-a183-99ad05e145f0,スキー,滑雪,[sound:スキー_スキ＼ー_2_NHK-2016-local.mp3],スキーをする,滑雪,[sound:hypertts-7bf3fcb83f9d591d7d2f665dd915cb3b21a096c42e332cc21c4b1a8f.mp3],,,,,,
0b4c4ce2-2ed7-11ef-a183-99ad05e145f0,すぐ,立刻，马上；很近,[sound:すぐ_ス＼ク゚_1_NHK-2016-local.mp3],すぐ行きます,马上去,[sound:hypertts-e3df33d66ca4dd5a49bc5b2f67924edf10a8dbbf9f1ec21d379a3099.mp3],もうすぐお正月です,就要到春节了,[sound:hypertts-732780b134b438798cda00879e9795484aea0f3563834ef140fb442f.mp3],,,
0b4c5566-2ed7-11ef-a183-99ad05e145f0,ずつ,每……,[sound:googletts-994c5d17-1d5af595-2c489fbc-a2606934-0b5cf68e.mp3],5枚ずつ配る,每人发五张,[sound:hypertts-2653dd2876f461d7978072a3e96bca2c84791a81112640b89ca89b30.mp3],,,,,,
0b4c5fe8-2ed7-11ef-a183-99ad05e145f0,ストーブ,暖炉，炉子,[sound:ストーブ_スト＼ーブ_2_NHK-2016-local.mp3],ストーブをつける,点炉子,[sound:hypertts-6baf006db53ae3e8762b4dca0d020d60caa772a97ae16a94a16d104d.mp3],,,,,,
0b4c706e-2ed7-11ef-a183-99ad05e145f0,スプーン,汤匙，调羹,[sound:スプーン_スプ＼ーン_2_NHK-2016-local.mp3],スプーンで食べる,用勺子吃,[sound:hypertts-3e7e8778aed394c0b50f8a59cd104e0b7229c9bf3204fa9bea4cd988.mp3],,,,,,
0b4c787a-2ed7-11ef-a183-99ad05e145f0,スポーツ,运动，游戏,[sound:スポーツ_スポ＼ーツ_2_NHK-2016-local.mp3],どんなスポーツが好きですか,你喜欢什么体育运动？,[sound:hypertts-747d6d4ad9f4c93c6f9db50d682b4950c313eb4bd323411151f8af82.mp3],,,,,,
0b4c80ae-2ed7-11ef-a183-99ad05e145f0,ズボン,裤子,[sound:ズボン_ズ＼ボン_1_NHK-2016-local.mp3],ズボンを穿く,穿裤子,[sound:hypertts-324fb2706032d7b7eda3e5295b5f8fa87ddedd54c0fcf5bfdc13a091.mp3],,,,,,
0b4c994a-2ed7-11ef-a183-99ad05e145f0,スリッパ,拖鞋,[sound:スリッパ_ス＼リッパ_1_NHK-2016-local.mp3],スリッパをはく,穿拖鞋,[sound:hypertts-0808b7e7a145773799ead8d467ad13de8c86d2ada5dd433c32292c54.mp3],,,,,,
0b4ca28c-2ed7-11ef-a183-99ad05e145f0,する,做，干,[sound:する_スル━_0_NHK-2016-local.mp3],ダイエットをする,减肥,[sound:hypertts-2e4fb312260c5fd40edfb0d0f6ed5f225036609bc846fc9f93fd1871.mp3],,,,,,
0b4caaa2-2ed7-11ef-a183-99ad05e145f0,セーター,毛衣,[sound:セーター_セ＼ーター_1_NHK-2016-local.mp3],セーターを着る,穿毛衣,[sound:hypertts-199fb09f2df3b08c2aacf6b76f7b448d4d575f2de4521612bb785360.mp3],,,,,,
0b4cb2ae-2ed7-11ef-a183-99ad05e145f0,石 鹸[けん],肥皂,[sound:せっけん_セッケン━_0_NHK-2016-local.mp3],せっけんで手を洗う,用肥皂洗手,[sound:hypertts-fdc2f244c617567a4a87f199c6f6c0bcaa3632506402c3cbc6150c63.mp3],,,,,,
0b4cbb14-2ed7-11ef-a183-99ad05e145f0,ゼロ,零，零点；什么都没有,[sound:ゼロ_ゼ＼ロ_1_NHK-2016-local.mp3],絵の才能はゼロだ,绘画天赋为零,[sound:hypertts-a77b175a5db57e39e2d7106107f6879c5a775d29a0c179ebf7c9faf8.mp3],,,,,,
0b4cd3f6-2ed7-11ef-a183-99ad05e145f0,そうだ,是啊，就是；（突然想到）对了,[sound:そうだ_ソ＼ーダ_1_NHK-2016-local.mp3],そりゃそうだ,谁说不是呢！；可不是吗！,[sound:hypertts-4108454e51c97089b5c743573fd4f922ced17688a7dea9f350fe160f.mp3],ああそうだ、私も思い出した,是啊，我也想起来了,[sound:hypertts-0cd11e5978dd36a7ecd8ca269bd72f8ecebffed51202efcaeb4bd65c.mp3],,,
0b4cdc34-2ed7-11ef-a183-99ad05e145f0,そこ,（指代对方附近）那里,[sound:そこ_ソコ━_0_NHK-2016-local.mp3],そこはまだ行ったことがないんですよ,还没去过那儿呢！,[sound:hypertts-772009dafff4bc1789e8496b7d1e55dd0fa6c9acce1cc82631ab8310.mp3],,,,,,
0b4ce45e-2ed7-11ef-a183-99ad05e145f0,そして,于是，然后,[sound:そして_ソシテ━_0_NHK-2016-local.mp3],兄はアメリカにいます。そして弟はカナダにいます,哥哥在美国，而弟弟在加拿大,[sound:hypertts-856f2b03c06f19c0dc20dad230ec850e95e8619a1306d099b6cb29fc.mp3],,,,,,
0b4cef26-2ed7-11ef-a183-99ad05e145f0,そちら,（指代离对方近的事物）那里；指代对方或对方那边的人,[sound:そちら_ソチラ━_0_NHK-2016-local.mp3],ちょっとそちらにおかけになってください,请坐在那边,[sound:hypertts-e050112f73b8e854d526315880a79805c63cbff836e6cdcee07f1503.mp3],そちらのご意見はいかがですか,您那边的意见如何？,[sound:hypertts-27a3a9d538ee2911c0e78761d62fec3000964d3bb30c55ce2c08d5be.mp3],,,
0b4cf782-2ed7-11ef-a183-99ad05e145f0,そっち,那边；那个，那个人,[sound:そっち_ソッチ＼_3_NHK-2016-local.mp3],そっちはどんな具合だ,你那儿怎么样？,[sound:hypertts-866f6f54b283e387630be198f38dfd328aaba25647d902af2253284e.mp3],,,,,,
0b4d018c-2ed7-11ef-a183-99ad05e145f0,その,（指代对方附近的物品）那个,[sound:その_ソノ━_0_NHK-2016-local.mp3],そのえんぴつを取ってください,请拿那支铅笔,[sound:hypertts-f98fdf5b92e9c02fce7bae08de4735c3cbcccf422c81b31bdd8ef17f.mp3],,,,,,
0b4d0998-2ed7-11ef-a183-99ad05e145f0,その後,然后，从那以后,[sound:その後_ソノコ゚━_0_NHK-2016-local.mp3],その後のことは言わなくても分かるだろう,下面的话，不说你也知道了,[sound:hypertts-b4c4797b3eccb9f74bdaa4aa6c70d7f452b5cda8652725fe2e3a00a8.mp3],,,,,,
0b4d119a-2ed7-11ef-a183-99ad05e145f0,蕎麦[そば],荞麦面,[sound:そば_ソ＼バ_1_NHK-2016-local.mp3],てんぷらそばが食べたい,想吃天麸罗荞麦面,[sound:hypertts-8a8e6eca9bcb91d7be63b931be523efcdd6320f66d90dbb6209f5a85.mp3],,,,,,
0b4d1a32-2ed7-11ef-a183-99ad05e145f0,側[そば],旁边，附近,[sound:そば_ソ＼バ_1_NHK-2016-local.mp3],家のすぐ側にスーパーがあって便利です,住处附近就有一个超市，很方便,[sound:hypertts-4c36a054062e30d44e47773ec8e16d5ccc01615e4d43256076deb3c9.mp3],,,,,,
0b4d2252-2ed7-11ef-a183-99ad05e145f0,それ,（表示离对方近的东西）那个；那样,[sound:それ_ソレ━_0_NHK-2016-local.mp3],それどこで買ったの,那是在哪儿买的？,[sound:hypertts-6f17cfde77a72b461a119634313fbbc1a00d56481b159d4762db9bc0.mp3],,,,,,
0b4d2a5e-2ed7-11ef-a183-99ad05e145f0,それから,然后；还有,[sound:それから_ソレカラ━_0_NHK-2016-local.mp3],買いたいものはバッグ、靴それから化粧品です,想买的东西有书包、鞋，还有化妆品,[sound:hypertts-5c57e3613c20a3a4c61b36f16bf1ed6bda7274836cd8f99aad4d0846.mp3],,,,,,
0b4d3260-2ed7-11ef-a183-99ad05e145f0,それでは,那么，那样的话,[sound:それでは_ソレデ＼ワ_3_NHK-2016-local.mp3],それではこれで失礼します,那么我就失陪了,[sound:hypertts-aae319abd0a6f772f1d88513b1af0dd5ca8057f9b78a621220e68bcb.mp3],,,,,,
0b4d3aa8-2ed7-11ef-a183-99ad05e145f0,だいぶ,很，相当,[sound:だいぶ_ダイブ━_0_NHK-2016-local.mp3],風邪がだいぶ治った,感冒差不多好了,[sound:hypertts-dafc0ea7add7fa569af9e9b49940c338e3a2c1e77ff3987d9913e75b.mp3],,,,,,
0b4d4afc-2ed7-11ef-a183-99ad05e145f0,たくさん,许多，相当多,[sound:たくさん_タクサン━_0_NHK-2016-local.mp3],料理をたくさん作った,做了很多菜,[sound:hypertts-6a71630f314eb2cdcc8e37f4f42cb230b164bdd9a9ce457cfaf1baa9.mp3],,,,,,
0b4d533a-2ed7-11ef-a183-99ad05e145f0,タクシー,出租车，的士,[sound:タクシー_タ＼クシー_1_NHK-2016-local.mp3],タクシーを拾う,打的，打车,[sound:hypertts-8cace9b580109e946082348c6d3fe869ed24a99ec9f943eba21f77c5.mp3],,,,,,
0b4d5b46-2ed7-11ef-a183-99ad05e145f0,だけ,只，仅,[sound:だけ_ダケ＼_2_Shinmeikai-mp3-local.mp3],きみにだけ話す,只告诉你；只跟你讲,[sound:hypertts-e7586d828a1d72b4a8824c57c8cbf98190330181ae6b9e39bd23f717.mp3],,,,,,
0b4d6c26-2ed7-11ef-a183-99ad05e145f0,ただ今,刚刚；现在；立刻；（ただいま）我回来了,[sound:ただいま_タダ＼イマ_2_NHK-2016-local.mp3],ただ今家に着いた,刚刚到家,[sound:hypertts-cab426e15f3898fb489d59d73fb8b9b3ba7e6fb68f921913e232318f.mp3],ただ今から始めます,现在开始,[sound:hypertts-0637a7b26bc061fd430f3936d6e4c68a5b0ec5383e42bc8968b522d4.mp3],ただ今まいります,马上就来,[sound:hypertts-d57b57cfa5dbdc8542ef89764a4b8fbceed90c39ad759046e8e5f115.mp3]
0b4d7478-2ed7-11ef-a183-99ad05e145f0,タバコ,烟草，香烟,[sound:タバコ_タバコ━_0_NHK-2016-local.mp3],タバコ1箱ばこ,一盒烟,[sound:hypertts-9487eb8759c2e65427ce887a5c6269de682dadf9911a1ec9f9fda7fe.mp3],タバコ1カートン,一条烟（10盒）,[sound:hypertts-fd20925fade3aed9ff419f66270c20bf7cb821f0bea9b5a7bc5af076.mp3],,,
